symbol,model_name,MFTR,ARR,AVol,MDD,Sharpe,IR,MCFD,MAE,MSE,n_trades,start,end
btc,gru,-0.0001389359726815936,-0.7179375003678252,0.3119880287328985,-0.12984858534097754,-3.9010442985065135,0.0,0.44805194805194803,0.014561480722403755,0.00022067663419412007,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
btc,xgboost,0.00018757041831936374,3.9240914261404383,0.3121013718332352,-0.04259538511448324,5.264689657806411,0.06312040397719687,0.5422993492407809,0.002707913265402337,1.72816749416448e-05,465,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
doge,gru,0.00019431263357725496,2.7754094379164282,0.8621717765796407,-0.16342005143493332,1.974291801674999,0.021094016870555662,0.5011037527593819,0.4181943239493335,0.17497112745518317,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
doge,xgboost,0.00026247928253311065,5.849323251365924,0.8637726043265431,-0.14250427425031909,2.6619488780646816,0.025159513342648,0.5055432372505543,0.00616648303534719,8.496090564213427e-05,464,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
eth,gru,-0.00016780216060282403,-0.8189462315413959,0.6878021322512957,-0.20546891646303422,-2.137165411321636,-0.022834214883199803,0.5021645021645021,0.03448151792312952,0.001242868347863688,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
eth,xgboost,-0.0001683618674848856,-0.8199243411642434,0.6885419687883565,-0.2054689164630341,-2.141989923668598,-0.02288576164277845,0.5010845986984815,0.004774997819599628,5.420548027375346e-05,465,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
hbar,gru,0.0002651454204026191,6.886877377689418,0.7156410255169569,-0.12488439221266945,3.245585146616093,0.034676954936175536,0.5100671140939598,0.2500461139038001,0.06258140668989032,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
hbar,xgboost,0.0002657156256077861,6.921983194604294,0.7164108470499044,-0.12488439221266945,3.249069845758579,0.03471418666779598,0.5100671140939598,0.011522234393641601,0.00018041628107425315,465,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
leo,gru,-0.00013457265383710806,-0.7021470914602883,0.2543448910571187,-0.08334161813790353,-4.6348737052018425,-0.04952059470007197,0.42435424354243545,0.06163481806329918,0.0038062216103289465,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
leo,xgboost,0.000134862057393747,2.154742211593312,0.2546181492492597,-0.035934291581108946,4.639856295604029,0.0,0.5756457564575646,0.001581703025393436,7.399354170399152e-06,465,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
link,gru,0.0002868503438652372,6.574087771982285,0.9918351474983809,-0.17574461442996892,2.5334946221630847,0.0,0.49206349206349204,0.0547912072647847,0.003113497551446781,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
link,xgboost,0.0002874672263251625,6.607139257513652,0.9929025761785741,-0.17574461442996892,2.5362134846103186,0.0,0.49206349206349204,0.0078018636765461585,0.00011379434044076593,465,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
ltc,gru,-0.00022965377227194135,-0.8901341034556228,0.627218640213316,-0.16461778407000893,-3.2074414185426754,0.0,0.4720357941834452,0.34287579979754074,0.1176087449783403,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
ltc,xgboost,0.00023014765135209608,5.167564653793906,0.6278933639971579,-0.1033033007497054,3.2108850665500706,0.03430620727177187,0.5279642058165548,0.005747022787700808,5.716297300318962e-05,465,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
shib,gru,-0.00019128499079432582,-0.8461598932980914,0.6269835735545328,-0.18811942384442015,-2.6725684532029477,0.0,0.5035971223021583,0.2633071467596806,0.06937561639006452,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
shib,xgboost,-0.00019169635636592653,-0.8467779265784993,0.627658287295895,-0.18811942384442015,-2.6754368033602782,0.0,0.5035971223021583,0.008040967399872449,9.589589639597892e-05,465,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
sol,gru,0.000295116424543203,9.08819734243699,0.7416496506800098,-0.16134448858502048,3.4857696981696153,0.0,0.5282608695652173,0.493645833782901,0.24374886145524863,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
sol,xgboost,0.00025873676506566655,6.330845643792882,0.7425676749489635,-0.16842571009544238,3.052292926878372,-0.07660790001728734,0.5228758169934641,0.005452958777719286,6.333089586942836e-05,465,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
steth,gru,0.00014252338878400104,1.7612710364356134,0.686505239523631,-0.16419626120889463,1.8186385388903838,0.0,0.538961038961039,0.18510295020456152,0.03431678713710337,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
steth,xgboost,-0.00014304962845010773,-0.774996410604698,0.6872437857123752,-0.20541811276648236,-1.8233918898575485,-0.01948174998936712,0.4598698481561822,0.004833805438528024,5.4245358489514e-05,465,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
sui,gru,-0.00019458006926923222,-0.864803225604041,0.7730558626650555,-0.21023946782942038,-2.204913628003877,0.0,0.47696476964769646,0.564999722923119,0.31929270220669825,465,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
sui,xgboost,0.00019499942286679527,3.0837966465612023,0.77388978210632,-0.1448009989207033,2.20728453044551,0.023583391818692644,0.5230352303523035,0.008681525093787428,0.00011924208365318954,464,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
ton,gru,-5.5586029156626426e-05,-0.47390844858683256,0.5573340673703164,-0.10783062258932008,-0.87368356596172,0.0,0.5149700598802395,0.3485146418246211,0.12149790517966687,465,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
ton,xgboost,5.570582663325709e-05,0.3951206249374517,0.5579355628765821,-0.09241060403396095,0.8746225796961364,0.009344770330214984,0.48502994011976047,0.004566758927044289,3.752264959783477e-05,464,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
trx,gru,3.004987862481096e-05,0.2458616158880993,0.29470827314240566,-0.07841275177324292,0.8932119005228795,0.0,0.5184381778741866,0.08761694156847015,0.007686619822605642,465,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
trx,xgboost,2.987153031722181e-05,0.24380046718733572,0.295026140895466,-0.07841275177324358,0.8869539654507426,0.0,0.5173913043478261,0.002458862636404431,1.1338652981877527e-05,464,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
usdc,gru,6.077075212920415e-07,0.005328779104223358,0.00421995927431302,-0.0004507870264962577,1.2615093038747194,0.01347840198481296,0.49667405764966743,0.0012380464941187045,1.5347890811514592e-06,465,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
usdc,xgboost,-6.111728199080089e-07,-0.005348425519293376,0.004224508205838718,-0.0005009900022324709,-1.2673366085535205,0.0,0.5022222222222222,3.7376615326847854e-05,2.3737300473889323e-09,464,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
usde,gru,6.629019093156841e-06,0.058005394186342984,0.058105795155602644,-0.004571648646762849,0.9993875326987022,0.0,0.5149700598802395,0.007738971494253304,6.027624355528993e-05,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
usde,xgboost,-6.643275048195891e-06,-0.058125614921965996,0.05816836831269384,-0.006068378283530906,-1.000459375263176,-0.010689254203559234,0.48502994011976047,0.00043051763421330134,3.9821348303874006e-07,465,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
usdt,gru,9.323371278461173e-07,0.008117834559909554,0.012836247908904643,-0.0018889589241908311,0.6362663994878335,0.0,0.5300751879699248,0.002156988564786111,4.671370093524541e-06,465,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
usdt,xgboost,9.257257509663292e-07,0.008059271986023742,0.012850095527945188,-0.001888958924190498,0.6310737193221304,0.0,0.5283018867924528,4.401128303478916e-05,1.8913628261647445e-08,464,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
wbeth,gru,0.0001891030997187208,3.1138938959360223,0.700801176476911,-0.15161470214647732,2.363784778250257,0.0,0.5227765726681128,0.15292296846055642,0.023441433992034987,465,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
wbeth,xgboost,0.00019183821879899032,3.2114994002110127,0.7015358079378418,-0.15161470214647754,2.395462608842417,0.0,0.5239130434782608,0.004737406745510626,5.6071928626139756e-05,464,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
wbtc,gru,-0.00016165632652494175,-0.7690160062657727,0.3142843489017155,-0.13177857390095116,-4.505822276251314,0.0,0.4466230936819172,0.20114111029270673,0.040469048424522626,465,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
wbtc,xgboost,-0.00012889119785438642,-0.6922558686476652,0.3147544727208463,-0.1159225323087516,-3.587198883765522,0.039360950065392794,0.45414847161572053,0.0023140166513238368,1.2241331317659169e-05,464,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
weeth,gru,0.0001405757795646614,1.730056726051814,0.6778482751076612,-0.16839562497573934,1.8166953789044402,0.0,0.5010752688172043,0.12642587953338982,0.01603584715338113,465,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
weeth,xgboost,0.0001562203575199618,2.129464458949369,0.6785879492787638,-0.16839562497573857,2.0166734957927908,0.0,0.5010799136069114,0.0047485435383174904,5.249202110465473e-05,463,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
weth,gru,0.0001387163722446362,1.65143614212626,0.6965081216073212,-0.16688224985505107,1.7446392700473004,0.0,0.5162689804772235,0.17726235397258802,0.031477216288133485,465,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
weth,xgboost,0.0001401287261385091,1.6830623665183997,0.6972540452386791,-0.16688224985505185,1.76051705881913,0.0,0.5173913043478261,0.004883281469259721,5.539295333301794e-05,464,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
wsteth,gru,0.00012344207021123058,1.3206681886391958,0.6955988371561342,-0.16581213420747443,1.5545634599841336,0.0,0.5053763440860215,0.1643041151649118,0.027050954098200224,465,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
wsteth,xgboost,-0.00012345855579694775,-0.7344059340363087,0.6963496178378111,-0.2051024618693098,-1.5530947688882875,-0.01659380200470198,0.4956896551724138,0.005037168893374528,5.733419180941396e-05,464,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
xlm,gru,-0.0002742414434131881,-0.9265021711466187,0.6465436475813664,-0.1856255117164899,-3.715688883939109,0.0,0.4523809523809524,0.1256164303020921,0.015827071280521205,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
xlm,xgboost,0.00027467513021588733,7.988193025037033,0.6472393847166937,-0.10548031674135405,3.717564470747377,0.0397197453774528,0.5466377440347071,0.004804401762482431,4.806713312016378e-05,465,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
xrp,gru,-0.0002854502637496403,-0.9314896659906197,0.6017948778547569,-0.19526692425678482,-4.155143891155476,0.0,0.46794871794871795,0.2042611858876987,0.041763919018583395,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
xrp,xgboost,-0.00028606413528458577,-0.9318834984646915,0.6024417352079277,-0.19526692425678482,-4.159608603856228,0.0,0.46794871794871795,0.004750056424106912,4.675788783994995e-05,465,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
