symbol,model_name,MFTR,ARR,AVol,MDD,Sharpe,IR,MCFD,MAE,MSE,n_trades,start,end
ada,gru,-0.00015585265352369707,-0.8364609760902063,0.9403108532268917,-0.22831442774502408,-1.4519339431022762,-0.015512964732339778,0.5257270693512305,0.18727181829291492,0.035171482752509454,465,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
ada,xgboost,0.0001480844866506818,1.3580021879423403,0.942201757413429,-0.20051776695297707,1.3767965224573073,0.0,0.4730941704035874,0.012811174060444056,0.00022425544109730733,463,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
avax,gru,0.00023828721249282713,4.866392343916196,0.7992102250852745,-0.13864235597551422,2.611823417567566,0.0,0.5253456221198156,0.009301652003786937,0.00013374849579954326,469,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
avax,xgboost,-0.0002450662039703855,-0.9152927839321792,0.8014615077357028,-0.21764485427697555,-2.6785814740444387,-0.02861889147020447,0.47453703703703703,0.008323929068067325,0.00011179907552855528,466,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
bch,gru,-0.00011453585080173936,-0.6804067584202749,0.5268253228629415,-0.1182136817882522,-1.9044909374720083,0.0,0.49217002237136465,0.1093071602831363,0.011979843474448944,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
bch,xgboost,7.289317622915386e-05,0.6460707632219571,0.5274579084540415,-0.08908420096167069,1.2106069764674419,0.016809831487634097,0.5055928411633109,0.0040603923744541815,3.579978035509144e-05,465,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
bnb,gru,-2.77400920734175e-05,-0.29877353436923815,0.47361672324665055,-0.10017937954461364,-0.513079869514206,-0.005481922892195037,0.48322147651006714,0.16764552115584702,0.02813057227906889,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
bnb,xgboost,-2.779974818540333e-05,-0.29930856106135806,0.4741267960573042,-0.10017937954461364,-0.5136301009122886,-0.005487801754875829,0.48322147651006714,0.003714863288429967,2.567542457258184e-05,465,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
bsc-usd,gru,-5.28266492670655e-06,-0.05152558182416733,0.11522455358945184,-0.012763790273170206,-0.4016170452942914,0.0,0.5027027027027027,0.003205568193697199,1.1468069261856505e-05,466,2025-08-09 12:00:00+00:00,2025-08-25 00:00:00+00:00
bsc-usd,xgboost,5.2940254964414064e-06,0.040537277110664016,0.1153486488635037,-0.012264763793741862,0.40204773792976767,0.004295617172428162,0.4972972972972973,0.0012476520403866384,2.4799686948454334e-06,465,2025-08-09 13:00:00+00:00,2025-08-25 00:00:00+00:00
